seaSurveyName,seaNpdidSurvey,seaPolygonPointNumber,seaPolygonNSDeg,seaPolygonNSMin,seaPolygonNSSec,seaPolygonEWDeg,seaPolygonEWMin,seaPolygonEWSec,datesyncNPD
EO14300,8072,1,65,44,57.02,7,50,46.29,10.10.2017
EO14300,8072,2,65,49,12.90,7,59,48.28,10.10.2017
EO14300,8072,3,65,53,16.56,7,48,23.77,10.10.2017
EO14300,8072,4,65,49,0.01,7,39,22.26,10.10.2017
EO14301,8140,1,58,50,0.00,3,20,0.00,10.10.2017
EO14301,8140,2,58,50,0.00,3,38,0.00,10.10.2017
EO14301,8140,3,58,46,0.00,3,59,0.00,10.10.2017
EO14301,8140,4,58,43,0.00,3,59,0.00,10.10.2017
EO14301,8140,5,58,43,0.00,3,20,0.00,10.10.2017
EOTW MC3D,7468,1,62,0,0.00,0,54,0.00,10.10.2017
EOTW MC3D,7468,2,62,0,0.00,1,6,0.00,10.10.2017
EOTW MC3D,7468,3,61,54,0.00,1,6,0.00,10.10.2017
EOTW MC3D,7468,4,61,54,0.00,1,50,0.00,10.10.2017
EOTW MC3D,7468,5,61,41,0.00,1,50,0.00,10.10.2017
EOTW MC3D,7468,6,61,41,0.00,0,54,0.00,10.10.2017
EOTW12,7605,1,62,23,0.00,1,6,0.00,10.10.2017
EOTW12,7605,2,62,20,0.00,2,40,0.00,10.10.2017
EOTW12,7605,3,61,37,0.00,2,40,0.00,10.10.2017
EOTW12,7605,4,61,37,0.00,1,36,0.00,10.10.2017
EOTW12,7605,5,61,45,0.00,1,34,0.00,10.10.2017
EOTW12,7605,6,61,45,0.00,1,40,0.00,10.10.2017
EOTW12,7605,7,62,5,0.00,1,40,0.00,10.10.2017
EOTW12,7605,8,62,7,0.00,1,17,0.00,10.10.2017
FH2D-13,7857,0,74,30,0.00,28,0,0.00,10.10.2017
FH2D-13,7857,1,74,30,0.00,28,0,0.00,10.10.2017
FH2D-13,7857,2,72,15,0.00,26,0,0.00,10.10.2017
FH2D-13,7857,3,72,15,0.00,20,40,0.00,10.10.2017
FH2D-13,7857,4,74,40,0.00,20,40,0.00,10.10.2017
FH2D-13-Del2,7966,1,74,35,58.83,27,18,34.95,10.10.2017
FH2D-13-Del2,7966,2,72,23,29.27,24,10,5.09,10.10.2017
FH2D-13-Del2,7966,3,72,23,59.32,21,49,55.60,10.10.2017
FH2D-13-Del2,7966,4,73,25,51.81,20,37,59.89,10.10.2017
FH2D-13-Del2,7966,5,74,1,19.86,21,41,24.81,10.10.2017
FH2D-13-Del2,7966,6,74,17,9.31,21,58,55.69,10.10.2017
FH2D-13-Del2,7966,7,74,20,32.66,22,11,38.45,10.10.2017
FH2D-13-Del2,7966,8,74,22,41.86,22,22,16.76,10.10.2017
FH2D-13-Del2,7966,9,74,24,46.07,22,32,56.52,10.10.2017
FH2D-13-Del2,7966,10,74,27,18.68,22,53,52.49,10.10.2017
FH2D-13-Del2,7966,11,74,30,0.00,23,4,52.96,10.10.2017
FH2D-13-Del2,7966,12,74,35,58.83,27,18,34.95,10.10.2017
FIN12,7661,1,71,28,38.61,26,48,39.40,10.10.2017
FIN12,7661,2,71,46,45.31,26,49,22.93,10.10.2017
FIN12,7661,3,71,46,27.31,28,52,4.56,10.10.2017
FIN12,7661,4,71,26,16.44,28,50,6.84,10.10.2017
FIN12,7661,5,71,26,38.30,27,51,40.05,10.10.2017
FIN12,7661,6,71,28,9.68,27,7,23.42,10.10.2017
FIN12,7661,7,71,28,21.75,26,58,53.45,10.10.2017
FMC0903,7095,1,74,15,0.00,32,0,0.00,10.10.2017
FMC0903,7095,2,73,0,0.00,32,0,0.00,10.10.2017
FMC0903,7095,3,72,0,0.00,32,0,0.00,10.10.2017
FMC0903,7095,4,70,43,57.64,32,0,0.00,10.10.2017
FMC0903,7095,5,70,58,22.44,31,23,2.37,10.10.2017
FMC0903,7095,6,71,30,6.36,28,56,10.61,10.10.2017
FMC0903,7095,7,71,34,6.66,28,10,11.75,10.10.2017
FMC0903,7095,8,71,38,29.64,25,30,9.70,10.10.2017
FMC0903,7095,9,71,33,58.84,24,17,21.58,10.10.2017
FMC0903,7095,10,71,33,2.73,23,43,35.38,10.10.2017
FMC0903,7095,11,71,29,52.93,23,18,23.46,10.10.2017
FMC0903,7095,12,71,21,57.11,22,39,6.91,10.10.2017
FMC0903,7095,13,71,13,7.27,22,2,2.78,10.10.2017
FMC0903,7095,14,71,4,50.79,21,20,57.87,10.10.2017
FMC0903,7095,15,70,43,7.58,18,31,7.13,10.10.2017
FMC0903,7095,16,70,34,8.35,17,41,7.43,10.10.2017
FMC0903,7095,17,70,15,5.82,17,3,32.01,10.10.2017
FMC0903,7095,18,70,15,0.00,16,0,0.00,10.10.2017
FMC0903,7095,19,71,0,0.00,16,0,0.00,10.10.2017
FMC0903,7095,20,71,45,0.00,16,0,0.00,10.10.2017
FMC0903,7095,21,71,27,12.97,16,39,18.20,10.10.2017
FMC0903,7095,22,71,0,0.00,17,2,50.14,10.10.2017
FMC0903,7095,23,71,27,58.45,17,26,31.89,10.10.2017
FMC0903,7095,24,71,30,8.27,17,42,35.23,10.10.2017
FMC0903,7095,25,71,37,26.83,17,19,3.78,10.10.2017
FMC0903,7095,26,72,0,5.98,17,9,16.93,10.10.2017
FMC0903,7095,27,72,14,56.80,17,4,0.45,10.10.2017
FMC0903,7095,28,72,31,2.62,17,0,14.97,10.10.2017
FMC0903,7095,29,72,32,3.23,15,59,44.73,10.10.2017
FMC0903,7095,30,72,29,39.37,15,41,26.34,10.10.2017
FMC0903,7095,31,72,18,27.34,15,36,35.37,10.10.2017
FMC0903,7095,32,71,59,55.57,15,39,50.61,10.10.2017
FMC0903,7095,33,72,0,0.00,15,0,0.00,10.10.2017
FMC0903,7095,34,73,0,0.00,15,0,0.00,10.10.2017
FMC0903,7095,35,74,0,0.00,15,0,0.00,10.10.2017
FMC0903,7095,36,74,30,0.00,15,0,0.00,10.10.2017
FMC0903,7095,37,74,30,0.00,16,34,23.09,10.10.2017
FMC0903,7095,38,74,23,11.03,16,30,6.96,10.10.2017
FMC0903,7095,39,74,7,19.17,16,55,49.85,10.10.2017
FMC0903,7095,40,73,50,10.06,17,42,47.12,10.10.2017
FMC0903,7095,41,73,45,41.40,18,30,51.37,10.10.2017
FMC0903,7095,42,73,45,25.46,19,17,57.81,10.10.2017
FMC0903,7095,43,73,48,32.62,19,59,19.75,10.10.2017
FMC0903,7095,44,73,51,28.48,20,19,2.32,10.10.2017
FMC0903,7095,45,73,59,31.88,20,51,43.96,10.10.2017
FMC0903,7095,46,74,15,0.00,21,20,45.35,10.10.2017
FMC0903,7095,47,74,21,54.65,22,12,24.65,10.10.2017
FMC0903,7095,48,74,30,0.00,23,0,0.00,10.10.2017
FMC0903,7095,49,74,30,0.00,24,0,0.00,10.10.2017
FMC0903,7095,50,74,30,0.00,25,0,0.00,10.10.2017
FMC0903,7095,51,74,30,0.00,26,0,0.00,10.10.2017
FMC0903,7095,52,74,30,0.00,27,0,0.00,10.10.2017
FMC0903,7095,53,74,30,0.00,28,0,0.00,10.10.2017
FMC0903,7095,54,74,30,0.00,29,0,0.45,10.10.2017
FMC0903,7095,55,74,30,0.00,30,0,0.00,10.10.2017
FMC0903,7095,56,74,30,0.00,31,20,0.00,10.10.2017
FMC0903,7095,57,74,22,41.76,31,36,3.04,10.10.2017
FMC0903,7095,58,74,15,0.00,32,0,0.00,10.10.2017
FMC0905,7090,1,65,59,4.00,2,5,46.00,10.10.2017
FMC0905,7090,2,66,14,15.00,3,0,51.00,10.10.2017
FMC0905,7090,3,65,43,0.00,4,1,0.00,10.10.2017
FMC0905,7090,4,65,24,6.00,3,9,3.00,10.10.2017
FMCS0904,7061,1,72,51,50.85,18,29,16.11,10.10.2017
FMCS0904,7061,2,72,51,19.79,20,51,59.44,10.10.2017
FMCS0904,7061,3,72,14,46.58,20,22,59.65,10.10.2017
FMCS0904,7061,4,72,13,42.05,20,56,39.47,10.10.2017
FMCS0904,7061,5,72,0,15.07,20,53,21.58,10.10.2017
FMCS0904,7061,6,72,0,58.57,17,48,36.70,10.10.2017
FMCS0906,7108,1,72,51,57.00,24,29,28.00,10.10.2017
FMCS0906,7108,2,72,28,38.00,25,45,31.00,10.10.2017
FMCS0906,7108,3,72,56,5.00,27,15,58.00,10.10.2017
FMCS0906,7108,4,73,18,20.00,25,56,5.00,10.10.2017
FMCS0907,7110,1,73,41,10.00,19,16,6.00,10.10.2017
FMCS0907,7110,2,72,33,55.63,21,3,8.17,10.10.2017
FMCS0907,7110,3,72,49,16.91,23,41,13.61,10.10.2017
FMCS0907,7110,4,74,5,40.01,21,51,7.97,10.10.2017
FP1150,7387,1,56,22,41.00,3,19,26.00,10.10.2017
FP1150,7387,2,56,25,45.00,3,24,57.00,10.10.2017
FP1150,7387,3,56,23,14.00,3,29,49.00,10.10.2017
FP1150,7387,4,56,20,11.60,3,23,45.00,10.10.2017
FP12,7611,1,70,39,9.00,19,7,7.00,10.10.2017
FP12,7611,2,70,41,26.00,19,23,23.00,10.10.2017
FP12,7611,3,70,53,27.00,18,42,42.00,10.10.2017
FP12,7611,4,70,40,9.00,17,28,28.00,10.10.2017
FP12,7611,5,70,17,39.00,16,42,42.00,10.10.2017
FP12,7611,6,70,9,40.00,16,33,33.00,10.10.2017
FP12,7611,7,70,8,41.00,17,27,27.00,10.10.2017
FP12,7611,8,70,15,42.00,17,33,55.00,10.10.2017
FP12,7611,9,70,19,43.00,17,42,0.00,10.10.2017
FP12,7611,10,70,23,44.00,17,50,45.00,10.10.2017
FP12,7611,11,70,25,45.00,17,56,29.00,10.10.2017
FP12,7611,12,70,27,46.00,18,1,51.00,10.10.2017
FP12,7611,13,70,29,47.00,18,8,11.00,10.10.2017
FP12,7611,14,70,30,48.00,18,14,12.00,10.10.2017
FP12,7611,15,70,32,49.00,18,22,5.00,10.10.2017
FP12,7611,16,70,33,50.00,18,31,36.00,10.10.2017
FP12,7611,17,70,39,51.00,19,7,32.00,10.10.2017
FP12300,7698,1,65,15,44.44,7,14,0.19,10.10.2017
FP12300,7698,2,65,14,24.43,7,19,55.02,10.10.2017
FP12300,7698,3,65,17,9.93,7,25,38.54,10.10.2017
FP12300,7698,4,65,16,59.33,7,26,7.63,10.10.2017
FP12300,7698,5,65,14,16.58,7,20,29.76,10.10.2017
FP12300,7698,6,65,13,38.87,7,23,16.37,10.10.2017
FP12300,7698,7,65,11,36.89,7,20,39.55,10.10.2017
FP12300,7698,8,65,10,48.84,7,22,33.53,10.10.2017
FP12300,7698,9,65,10,37.44,7,22,6.32,10.10.2017
FP12300,7698,10,65,11,22.04,7,20,20.50,10.10.2017
FP12300,7698,11,65,9,51.45,7,18,24.36,10.10.2017
FP12300,7698,12,65,11,56.73,7,9,9.13,10.10.2017
FP13,7774,1,71,25,12.23,24,19,59.98,10.10.2017
FP13,7774,2,71,24,46.41,23,59,37.20,10.10.2017
FP13,7774,3,71,24,30.09,23,52,57.75,10.10.2017
FP13,7774,4,71,24,11.82,23,47,54.14,10.10.2017
FP13,7774,5,71,22,43.90,23,33,33.68,10.10.2017
FP13,7774,6,71,21,37.52,23,27,25.28,10.10.2017
FP13,7774,7,71,11,56.78,22,39,59.99,10.10.2017
FP13,7774,8,71,7,14.11,22,17,19.22,10.10.2017
FP13,7774,9,70,57,13.84,21,32,23.85,10.10.2017
FP13,7774,10,70,53,9.67,21,0,0.00,10.10.2017
FP13,7774,11,70,48,8.99,20,19,59.90,10.10.2017
FP13,7774,12,70,40,31.20,19,20,0.01,10.10.2017
FP13,7774,13,70,35,38.78,18,43,59.78,10.10.2017
FP13,7774,14,70,34,59.31,18,40,0.02,10.10.2017
FP13,7774,15,70,44,1.41,18,0,52.84,10.10.2017
FP13,7774,16,71,8,24.08,21,9,5.22,10.10.2017
FP13,7774,17,71,37,0.39,24,0,0.00,10.10.2017
FP13001,7849,1,57,1,23.74,2,54,12.94,10.10.2017
FP13001,7849,2,56,33,35.13,4,8,21.29,10.10.2017
FP13001,7849,3,56,46,0.01,4,24,7.66,10.10.2017
FP13001,7849,4,57,13,57.90,3,9,46.34,10.10.2017
FP13002,7850,1,57,36,15.44,4,27,3.41,10.10.2017
FP13002,7850,2,57,23,59.97,5,0,43.51,10.10.2017
FP13002,7850,3,57,31,20.22,5,10,2.28,10.10.2017
FP13002,7850,4,57,43,38.17,4,36,18.61,10.10.2017
FP15300,8272,1,60,28,4.60,2,56,4.60,10.10.2017
FP15300,8272,2,60,28,4.64,3,0,1.04,10.10.2017
FP15300,8272,3,60,32,2.64,2,59,42.96,10.10.2017
FP15300,8272,4,60,32,7.42,3,4,5.18,10.10.2017
FP15300,8272,5,60,28,4.57,3,4,23.09,10.10.2017
FP15300,8272,6,60,28,4.39,3,8,10.99,10.10.2017
FP15300,8272,7,60,21,22.79,3,8,9.31,10.10.2017
FP15300,8272,8,60,21,23.00,2,56,44.28,10.10.2017
FP15300,8272,9,60,21,27.27,2,56,44.27,10.10.2017
FP15300,8272,10,60,20,57.88,2,55,19.04,10.10.2017
FP15300,8272,11,60,22,43.96,2,52,49.83,10.10.2017
FP15300,8272,12,60,24,4.70,2,56,44.01,10.10.2017
FP16300,8415,1,60,25,11.50,2,53,39.40,10.10.2017
FP16300,8415,2,60,21,11.70,3,1,44.50,10.10.2017
FP16300,8415,3,60,25,38.70,3,10,45.70,10.10.2017
FP16300,8415,4,60,29,39.10,3,2,40.50,10.10.2017
FPN1101,7465,1,56,22,37.00,3,22,25.00,10.10.2017
FPN1101,7465,2,56,22,37.00,3,22,36.00,10.10.2017
FPN1101,7465,3,56,22,25.00,3,22,36.00,10.10.2017
FPN1101,7465,4,56,22,25.00,3,22,25.00,10.10.2017
FRØY 2010-1,7269,1,59,44,20.48,2,34,1.38,10.10.2017
FRØY 2010-1,7269,2,59,44,21.42,2,34,3.22,10.10.2017
FRØY 2010-1,7269,3,59,44,22.36,2,34,1.36,10.10.2017
FRØY 2010-1,7269,4,59,44,21.41,2,33,59.51,10.10.2017
GDF0901,7127,1,71,32,14.92,23,58,51.15,10.10.2017
GDF0901,7127,2,71,32,40.79,24,14,54.42,10.10.2017
GDF0901,7127,3,71,37,46.01,24,13,34.64,10.10.2017
GDF0901,7127,4,71,37,20.05,23,57,27.11,10.10.2017
GDF1201,7593,1,73,9,10.00,23,23,48.00,10.10.2017
GDF1201,7593,2,72,57,27.00,23,40,20.00,10.10.2017
GDF1201,7593,3,72,50,4.12,23,36,54.27,10.10.2017
GDF1201,7593,4,72,41,23.24,22,55,24.78,10.10.2017
GDF1201,7593,5,72,30,36.57,23,7,15.04,10.10.2017
GDF1201,7593,6,72,29,57.26,23,0,14.79,10.10.2017
GDF1201,7593,7,72,40,9.02,22,49,22.19,10.10.2017
GDF1201,7593,8,72,37,21.68,22,30,39.19,10.10.2017
GDF1201,7593,9,72,34,56.50,21,19,54.00,10.10.2017
GDF1201,7593,10,72,44,5.06,21,3,10.80,10.10.2017
GDF12301,7733,1,61,25,50.85,3,52,41.19,10.10.2017
GDF12301,7733,2,61,25,48.07,3,59,25.97,10.10.2017
GDF12301,7733,3,61,22,34.19,3,59,19.83,10.10.2017
GDF12301,7733,4,61,22,36.97,3,52,35.75,10.10.2017
GDF12302,7734,1,61,20,27.92,3,56,4.09,10.10.2017
GDF12302,7734,2,61,20,23.35,4,6,12.86,10.10.2017
GDF12302,7734,3,61,16,11.32,4,6,4.02,10.10.2017
GDF12302,7734,4,61,16,15.87,3,55,56.60,10.10.2017
GDF12303,7731,1,72,22,26.05,18,22,19.07,10.10.2017
GDF12303,7731,2,72,18,4.64,18,22,35.42,10.10.2017
GDF12303,7731,3,72,18,13.33,18,42,55.27,10.10.2017
GDF12303,7731,4,72,22,34.77,18,42,43.78,10.10.2017
GDF12304,7732,1,72,18,54.90,18,46,5.55,10.10.2017
GDF12304,7732,2,72,14,17.34,18,46,19.20,10.10.2017
GDF12304,7732,3,72,14,21.45,18,58,39.23,10.10.2017
GDF12304,7732,4,72,18,59.01,18,58,27.64,10.10.2017
GDF13301,7920,1,72,19,58.46,18,58,21.84,10.10.2017
GDF13301,7920,2,72,17,37.07,19,13,46.44,10.10.2017
GDF13301,7920,3,72,12,54.70,19,5,59.48,10.10.2017
GDF13301,7920,4,72,15,15.49,18,50,37.85,10.10.2017
GDF13301,7920,5,72,17,2.42,18,53,32.67,10.10.2017
GDF13301,7920,6,72,20,12.13,18,24,10.13,10.10.2017
GDF13301,7920,7,72,20,42.59,18,24,45.21,10.10.2017
GDF13301,7920,8,72,17,31.50,18,54,20.32,10.10.2017
GDF15300,8203,1,61,29,41.90,3,54,28.91,10.10.2017
GDF15300,8203,2,61,29,35.03,4,9,35.80,10.10.2017
GDF15300,8203,3,61,18,38.75,4,9,11.53,10.10.2017
GDF15300,8203,4,61,18,45.57,3,54,9.91,10.10.2017
GDF15300,8203,5,61,21,57.77,3,54,15.45,10.10.2017
GDF15300,8203,6,61,21,57.02,3,56,6.49,10.10.2017
GDF15300,8203,7,61,24,2.73,3,56,10.24,10.10.2017
GDF15300,8203,8,61,24,3.48,3,54,19.08,10.10.2017
GDF-GORE12-1,7649,1,72,24,14.65,18,14,34.87,10.10.2017
GDF-GORE12-1,7649,2,72,24,43.24,19,7,16.29,10.10.2017
GDF-GORE12-1,7649,3,72,13,24.68,19,8,35.22,10.10.2017
GDF-GORE12-1,7649,4,72,13,49.17,18,14,44.22,10.10.2017
GDF-GORE12-2,7650,1,72,23,17.33,19,18,35.91,10.10.2017
GDF-GORE12-2,7650,2,72,23,27.78,19,24,2.35,10.10.2017
GDF-GORE12-2,7650,3,72,21,57.72,19,23,23.40,10.10.2017
GDF-GORE12-2,7650,4,72,21,42.79,19,18,41.49,10.10.2017
GDF-GORE12-3,7651,1,72,29,49.37,20,18,51.04,10.10.2017
GDF-GORE12-3,7651,2,72,29,49.54,20,20,49.32,10.10.2017
GDF-GORE12-3,7651,3,72,29,11.10,20,20,49.96,10.10.2017
GDF-GORE12-3,7651,4,72,29,11.63,20,18,48.72,10.10.2017
GEOCHEM2014,7973,1,73,0,0.00,29,0,0.00,10.10.2017
GEOCHEM2014,7973,2,74,30,0.00,34,0,0.00,10.10.2017
GEOCHEM2014,7973,3,74,30,0.00,37,0,2.47,10.10.2017
GEOCHEM2014,7973,4,73,41,9.70,37,0,2.38,10.10.2017
GEOCHEM2014,7973,5,70,37,39.09,32,29,56.01,10.10.2017
GEOCHEM2014,7973,6,71,25,0.00,29,0,0.00,10.10.2017
GEOCHEM2014,7973,7,73,0,0.00,29,0,0.00,10.10.2017
GMS-BSSE-13,7948,1,74,30,0.00,32,0,0.00,10.10.2017
GMS-BSSE-13,7948,2,74,30,0.00,37,0,0.00,10.10.2017
GMS-BSSE-13,7948,3,73,30,0.00,37,0,0.00,10.10.2017
GMS-BSSE-13,7948,4,70,0,0.00,32,0,0.00,10.10.2017
GMS-BSSE-13,7948,5,73,56,4.00,32,0,0.00,10.10.2017
GMS-BSSE-13,7948,6,74,0,21.00,31,19,18.00,10.10.2017
GMS-BSSE-13,7948,7,74,30,0.00,32,0,0.00,10.10.2017
GN1001,7251,1,60,34,26.85,3,9,12.06,10.10.2017
GN1001,7251,2,60,34,17.18,3,49,32.18,10.10.2017
GN1001,7251,3,60,20,18.52,3,49,10.97,10.10.2017
GN1001,7251,4,60,20,27.30,3,9,8.12,10.10.2017
GN1002,7346,1,60,44,19.66,3,50,2.67,10.10.2017
GN1002,7346,2,60,57,37.64,3,51,2.10,10.10.2017
GN1002,7346,3,60,57,2.83,4,32,40.24,10.10.2017
GN1002,7346,4,60,43,50.29,4,32,31.82,10.10.2017
GN1101,7450,1,60,43,49.00,3,42,17.00,10.10.2017
GN1101,7450,2,60,54,31.00,4,34,29.00,10.10.2017
GN1101,7450,3,60,39,19.00,4,42,17.00,10.10.2017
GN1101,7450,4,60,27,13.00,3,49,17.00,10.10.2017
GORE-01,7645,1,74,10,0.00,22,0,0.00,10.10.2017
GORE-01,7645,2,74,10,0.00,26,0,0.00,10.10.2017
GORE-01,7645,3,74,0,0.00,26,0,0.00,10.10.2017
GORE-01,7645,4,72,15,0.00,21,0,0.00,10.10.2017
GORE-01,7645,5,72,15,0.00,18,0,0.00,10.10.2017
GORE-01,7645,6,73,0,0.00,18,0,0.00,10.10.2017
GRANE-PRM,7628,1,59,6,50.00,2,24,33.00,10.10.2017
GRANE-PRM,7628,2,59,6,13.00,2,27,55.00,10.10.2017
GRANE-PRM,7628,3,60,12,25.00,2,33,48.00,10.10.2017
GRANE-PRM,7628,4,60,13,58.00,2,29,21.00,10.10.2017
HAVEN-GR,7763,1,56,22,29.66,3,15,39.61,10.10.2017
HAVEN-GR,7763,2,56,22,22.78,3,15,49.47,10.10.2017
HAVEN-GR,7763,3,56,22,17.34,3,15,36.67,10.10.2017
HAVEN-GR,7763,4,56,22,24.44,3,15,27.33,10.10.2017
HBW,7514,1,71,44,59.30,18,59,44.50,10.10.2017
HBW,7514,2,71,45,2.60,20,40,4.20,10.10.2017
HBW,7514,3,71,3,2.70,21,6,28.40,10.10.2017
HBW,7514,4,70,47,48.10,18,59,53.70,10.10.2017
HBW13,7775,1,71,44,20.00,20,2,45.00,10.10.2017
HBW13,7775,2,71,44,15.00,20,27,20.00,10.10.2017
HBW13,7775,3,71,7,50.00,20,4,0.00,10.10.2017
HBW13,7775,4,71,7,50.00,19,42,45.00,10.10.2017
HBW13,7775,5,70,48,45.00,19,32,30.00,10.10.2017
HBW13,7775,6,70,50,10.00,18,44,30.00,10.10.2017
HBW13,7775,7,71,56,43.00,19,23,30.00,10.10.2017
HBW13,7775,8,71,56,35.00,20,12,10.00,10.10.2017
HF12,7607,1,73,35,0.00,22,6,0.00,10.10.2017
HF12,7607,2,74,14,0.00,23,6,0.00,10.10.2017
HF12,7607,3,74,14,0.00,24,6,0.00,10.10.2017
HF12,7607,4,73,40,0.00,23,9,0.00,10.10.2017
HF12,7607,5,73,35,0.00,22,32,0.00,10.10.2017
HF13,7791,1,74,27,30.00,23,18,55.00,10.10.2017
HF13,7791,2,74,26,25.00,24,25,26.00,10.10.2017
HF13,7791,3,72,59,26.00,22,4,15.00,10.10.2017
HF13,7791,4,72,59,18.00,18,41,30.00,10.10.2017
HF13,7791,5,73,20,40.00,17,42,58.00,10.10.2017
HF13,7791,6,74,1,20.00,20,56,3.00,10.10.2017
HFCN13,7786,1,73,58,45.00,24,3,28.00,10.10.2017
HFCN13,7786,2,74,39,28.00,25,9,10.00,10.10.2017
HFCN13,7786,3,74,37,20.00,27,16,4.00,10.10.2017
HFCN13,7786,4,73,35,32.00,25,21,20.00,10.10.2017
HFCN13,7786,5,73,36,8.00,24,53,0.00,10.10.2017
HFCN13,7786,6,73,57,0.00,25,25,13.00,10.10.2017
Hild,7520,1,60,30,52.00,2,0,17.00,10.10.2017
Hild,7520,2,60,30,35.00,2,1,53.00,10.10.2017
Hild,7520,3,60,29,48.00,2,1,17.00,10.10.2017
Hild,7520,4,60,30,6.00,1,59,42.00,10.10.2017
Hoop 11,7424,1,74,0,8.00,24,40,7.00,10.10.2017
Hoop 11,7424,2,74,8,51.00,25,24,30.00,10.10.2017
Hoop 11,7424,3,74,32,53.00,26,9,1.00,10.10.2017
Hoop 11,7424,4,74,34,57.00,26,22,51.00,10.10.2017
Hoop 11,7424,5,74,34,32.00,26,39,52.00,10.10.2017
Hoop 11,7424,6,74,30,26.00,26,44,21.00,10.10.2017
Hoop 11,7424,7,73,52,44.00,25,34,43.00,10.10.2017
Hoop 11,7424,8,73,52,8.00,26,20,55.00,10.10.2017
Hoop 11,7424,9,73,9,48.00,25,9,27.00,10.10.2017
Hoop 11,7424,10,73,9,0.00,24,16,0.00,10.10.2017
Hoop 11,7424,11,73,30,0.00,24,51,0.00,10.10.2017
Hoop 11,7424,12,73,38,0.00,24,2,0.00,10.10.2017
Hoop 11,7424,13,72,56,22.00,22,55,59.00,10.10.2017
Hoop 11,7424,14,72,56,44.00,21,23,55.00,10.10.2017
Hoop 11,7424,15,74,24,48.00,23,47,41.00,10.10.2017
Hoop 11,7424,16,74,15,16.00,25,3,52.00,10.10.2017
Hoop 11,7424,17,74,0,8.00,24,40,7.00,10.10.2017
ION09,7112,1,63,0,0.00,0,0,0.00,10.10.2017
ION09,7112,2,69,0,0.00,0,0,0.00,10.10.2017
ION09,7112,3,69,0,0.00,7,0,0.00,10.10.2017
ION09,7112,4,63,0,0.00,7,0,0.00,10.10.2017
IPN1001,7229,1,61,11,40.00,2,59,1.00,10.10.2017
IPN1001,7229,2,61,12,35.00,2,56,42.00,10.10.2017
IPN1001,7229,3,61,19,7.00,3,7,54.00,10.10.2017
IPN1001,7229,4,61,24,0.00,3,7,55.00,10.10.2017
IPN1001,7229,5,61,24,0.00,3,16,54.00,10.10.2017
IPN1001,7229,6,61,22,0.00,3,16,54.00,10.10.2017
IPN1001,7229,7,61,22,0.00,3,24,30.00,10.10.2017
IPN1001,7229,8,61,20,40.00,3,24,29.00,10.10.2017
IPN1001,7229,9,61,20,40.00,3,16,53.00,10.10.2017
IPN1001,7229,10,61,19,10.00,3,16,52.00,10.10.2017
IPN1001,7229,11,61,19,10.00,3,12,13.00,10.10.2017
IPN1101,7460,1,62,4,7.00,3,32,12.00,10.10.2017
IPN1101,7460,2,62,4,4.00,4,6,59.00,10.10.2017
IPN1101,7460,3,61,19,54.00,4,6,20.00,10.10.2017
IPN1101,7460,4,61,19,57.00,3,32,22.00,10.10.2017
IPN1201,7565,1,62,4,7.00,3,32,12.00,10.10.2017
IPN1201,7565,2,62,4,4.00,4,6,59.00,10.10.2017
IPN1201,7565,3,61,19,54.00,4,6,20.00,10.10.2017
IPN1201,7565,4,61,19,57.00,3,32,22.00,10.10.2017
JACKDAW-OBS,7711,1,56,59,10.00,2,19,13.00,10.10.2017
JACKDAW-OBS,7711,2,56,58,43.00,2,28,6.00,10.10.2017
JACKDAW-OBS,7711,3,56,49,46.00,2,26,29.00,10.10.2017
JACKDAW-OBS,7711,4,56,50,14.00,2,17,38.00,10.10.2017
Linnorm,7582,1,64,29,30.00,6,47,0.00,10.10.2017
Linnorm,7582,2,64,29,30.00,7,49,0.00,10.10.2017
Linnorm,7582,3,64,15,0.00,7,49,0.00,10.10.2017
Linnorm,7582,4,64,11,39.00,7,14,0.00,10.10.2017
Linnorm,7582,5,64,13,34.00,7,14,0.00,10.10.2017
Linnorm,7582,6,64,17,0.00,7,40,30.00,10.10.2017
Linnorm,7582,7,64,20,0.00,7,40,30.00,10.10.2017
Linnorm,7582,8,64,20,0.00,6,47,0.00,10.10.2017
LLD12,7562,1,66,13,0.00,7,44,0.00,10.10.2017
LLD12,7562,2,66,49,0.00,9,0,0.00,10.10.2017
LLD12,7562,3,67,1,0.00,10,20,0.00,10.10.2017
LLD12,7562,4,67,1,0.00,11,4,0.00,10.10.2017
LLD12,7562,5,66,50,0.00,11,3,0.00,10.10.2017
LLD12,7562,6,66,31,0.00,9,22,0.00,10.10.2017
LLD12,7562,7,66,4,0.00,8,16,0.00,10.10.2017
LN0901,7003,1,71,49,26.00,21,26,10.00,10.10.2017
LN0901,7003,2,71,33,23.00,21,25,43.00,10.10.2017
LN0901,7003,3,71,29,19.00,19,40,35.00,10.10.2017
LN0901,7003,4,71,45,33.00,19,40,38.00,10.10.2017
LN0901,7003,5,71,49,26.00,21,26,10.00,10.10.2017
LN0902,7004,1,58,53,45.00,2,0,13.00,10.10.2017
LN0902,7004,2,59,3,19.00,2,19,37.00,10.10.2017
LN0902,7004,3,59,2,50.00,2,28,8.00,10.10.2017
LN0902,7004,4,59,1,39.00,2,30,25.00,10.10.2017
LN0902,7004,5,59,1,33.00,2,51,51.00,10.10.2017
LN0902,7004,6,58,50,33.00,2,52,4.00,10.10.2017
